Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
EJ7888002L,220032010,Gaithersburg Police Depar,Property Damage Crash,07/25/2022 12:00:00 PM,Yes,,,,,,,,,,,"PARKING LOT OF SAM'S CLUB: 610 N FREDERICK AVE GAITHERSBURG, MD 20877.",,,DRIVER,OTHER,CLEAR,,DAYLIGHT,N/A,N/A,,PARKED VEHICLE,N/A,,,,,,39.1408066,-77.22458333,"(39.1408066, -77.22458333)"
MCP2228000Y,200016460,Montgomery County Police,Property Damage Crash,04/19/2020 03:10:00 PM,No,County,South,,3,North,0,FEET,LEVEL,SHADY GROVE RD,RAMP 10 FR RAMP 9 TO SHADY GROVE RD NB,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12985,-77.16359333,"(39.12985, -77.16359333)"
DD55830051,190011114,Rockville Police Departme,Injury Crash,03/10/2019 03:50:00 PM,No,County,South,,2,North,200,FEET,LEVEL,TWINBROOK PKWY,PIER DR,,ROCKVILLE,PEDESTRIAN,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,PEDESTRIAN,N/A,COMMERCIAL DRIVEWAY,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.0690275,-77.11411817,"(39.0690275, -77.11411817)"
MCP1563004Y,180029159,Montgomery County Police,Injury Crash,06/13/2018 10:48:00 AM,No,Maryland (State),South,,2,North,80,FEET,LEVEL,BROOKVILLE RD,TAYLOR ST,,MATINS ADDITION,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98168667,-77.07160667,"(38.98168667, -77.07160667)"
MCP3201002P,220028924,Montgomery County Police,Property Damage Crash,07/06/2022 08:39:00 AM,No,,North,,2,South,0,FEET,LEVEL,FOREST BROOK ROAD,FERRY LANDING CIR,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16574433,-77.25206717,"(39.16574433, -77.25206717)"
MCP2785000C,15023118,Montgomery County Police,Injury Crash,05/14/2015 07:17:00 PM,No,US (State),South,,4,North,300,FEET,LEVEL,COLUMBIA PIKE,MUSGROVE RD,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,MEDICATION PRESENT,,FIXED OBJECT,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06688,-76.96004333,"(39.06688, -76.96004333)"
MCP3000000M,16012804,MONTGOMERY,Injury Crash,03/15/2016 04:26:00 PM,Yes,County,East,RIGHT TURN LANE,5,East,0,FEET,GRADE DOWNHILL,MIDDLEBROOK RD,GREAT SENECA HWY,,N/A,PEDESTRIAN,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,PEDESTRIAN,N/A,N/A,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.174895,-77.26154833,"(39.174895, -77.26154833)"
MCP1580007Q,170535793,Montgomery County Police,Injury Crash,10/10/2017 11:40:00 AM,No,County,West,,1,West,0,FEET,LEVEL,APPLE RIDGE RD,SHADOW OAK DR,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.186195,-77.20206333,"(39.186195, -77.20206333)"
EJ7856006R,190028258,Gaithersburg Police Depar,Injury Crash,06/13/2019 02:41:00 PM,No,Maryland (State),North,,2,North,0.15,MILE,LEVEL,FREDERICK RD,ODENDHAL AVE,,GAITHERSBURG,,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,N/A,N/A,,OTHER VEHICLE,N/A,RESIDENTIAL DRIVEWAY,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.146825,-77.20493833,"(39.146825, -77.20493833)"
MCP3143003F,220020192,Montgomery County Police,Property Damage Crash,05/12/2022 11:26:00 AM,No,Other Public Roadway,North,OFF ROAD,2,South,50,FEET,HILL UPHILL,ROSEMARY HILLS RD,ROSEMARY HILLS RD,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OFF ROAD,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.000125,-77.04245833,"(39.000125, -77.04245833)"
MCP3052002G,200029908,Montgomery County Police,Injury Crash,08/01/2020 08:50:00 PM,No,Maryland (State),West,,3,East,0,FEET,LEVEL,W DIAMOND AVE,PERRY PKWY,,GAITHERSBURG,,DRIVER,SAME DIR REAR END,N/A,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.1403312,-77.21027281,"(39.1403312, -77.21027281)"
MCP12050042,180008734,Montgomery County Police,Property Damage Crash,02/20/2018 09:26:00 AM,Yes,Maryland (State),North,,3,South,40,FEET,LEVEL,CONNECTICUT AVE,BRADLEY LA,,N/A,,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,WET,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.97562505,-77.07707405,"(38.97562505, -77.07707405)"
MCP27970020,180035004,Montgomery County Police,Property Damage Crash,07/15/2018 03:37:00 PM,No,Maryland (State),North,,3,East,0,FEET,LEVEL,UNIVERSITY BLVD W,VEIRS MILL RD,,N/A,,DRIVER,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.039937,-77.055448,"(39.039937, -77.055448)"
MCP3093001B,180055536,Montgomery County Police,Injury Crash,11/05/2018 06:40:00 PM,No,County,West,,4,East,0,FEET,LEVEL,NICHOLSON LA,NICHOLSON CT,,N/A,PEDESTRIAN,DRIVER,N/A,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,N/A,PEDESTRIAN,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04532667,-77.105245,"(39.04532667, -77.105245)"
MCP9404000J,15058106,MONTGOMERY,Property Damage Crash,11/14/2015 08:30:00 AM,No,County,East,,3,East,0,FEET,HILL UPHILL,MEDICAL CENTER DR,KEY WEST AVE,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10522667,-77.196465,"(39.10522667, -77.196465)"
MCP2934000Q,15033189,MONTGOMERY,Property Damage Crash,07/07/2015 12:31:00 PM,No,Maryland (State),South,,3,South,50,FEET,LEVEL,ROCKVILLE PIKE,OLD GEORGETOWN RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.049285,-77.114345,"(39.049285, -77.114345)"
EJ78730006,190004030,Gaithersburg Police Depar,Property Damage Crash,01/25/2019 07:51:00 PM,Yes,Municipality,North,N/A,1,North,0,FEET,LEVEL,RABBITT RD,QUINCE ORCHARD BLVD,,GAITHERSBURG,,UNKNOWN,OTHER,UNKNOWN,DRY,UNKNOWN,N/A,,,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,UNKNOWN,"TWO-WAY, NOT DIVIDED",39.23390317,-77.29335396,"(39.23390317, -77.29335396)"
MCP2940005P,220017201,Montgomery County Police,Property Damage Crash,04/22/2022 09:30:00 PM,Yes,Interstate (State),West,,4,East,0.5,MILE,LEVEL,CAPITAL BELTWAY,EISENHOWER MEMORIAL HWY,,N/A,,UNKNOWN,OTHER,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,FELL JUMPED FROM MOTOR VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01598439,-77.09702649,"(39.01598439, -77.09702649)"
MCP22370006,15028514,MONTGOMERY,Property Damage Crash,06/11/2015 03:00:00 PM,Yes,,,,,,,,,,,Parking lot of 919 University Blvd W,,,DRIVER,OTHER,CLEAR,,DAYLIGHT,N/A,"N/A, UNKNOWN",,OTHER VEHICLE,N/A,,,,,,39.03510291,-77.02469587,"(39.03510291, -77.02469587)"
MCP137800KC,180001544,Montgomery County Police,Injury Crash,01/10/2018 06:40:00 PM,No,County,North,,4,South,200,FEET,GRADE DOWNHILL,FLOWER HILL WAY,WASHINGTON GROVE LA,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,N/A,COMMERCIAL DRIVEWAY,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15533667,-77.16437333,"(39.15533667, -77.16437333)"
MCP28550014,16024537,Montgomery County Police,Property Damage Crash,05/17/2016 04:43:00 PM,No,County,East,,2,East,0,FEET,LEVEL,RANDOLPH RD,ROCKING HORSE RD,,N/A,,DRIVER,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.05385167,-77.09645667,"(39.05385167, -77.09645667)"
MCP3198000W,190052252,Montgomery County Police,Property Damage Crash,10/30/2019 03:18:00 PM,No,Maryland (State),South,,3,South,20,FEET,LEVEL,GEORGIA AVE,RANDOLPH RD,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,N/A,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05738964,-77.05007096,"(39.05738964, -77.05007096)"
MCP3030003B,200015214,Montgomery County Police,Property Damage Crash,04/06/2020 07:04:00 PM,No,County,East,,1,South,0.2,MILE,LEVEL,PERSIMMON TREE RD,BRONSON DR,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DUSK,NO CONTROLS,N/A,,FIXED OBJECT,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.00029083,-77.19685167,"(39.00029083, -77.19685167)"
MCP2797000N,15028968,Montgomery County Police,Injury Crash,06/14/2015 03:55:00 PM,No,Maryland (State),West,,3,East,0,MILE,LEVEL,UNIVERSITY BLVD W,ARCOLA AVE,,N/A,,UNKNOWN,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05843833,-77.04802833,"(39.05843833, -77.04802833)"
MCP3362001W,230056128,Montgomery County Police,Injury Crash,09/21/2023 02:56:00 PM,No,US (State),North,,3,North,50,FEET,LEVEL,COLESVILLE RD,LORAIN AVE,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.024535,-77.011095,"(39.024535, -77.011095)"
MCP2251000Z,15026615,Montgomery County Police,Injury Crash,06/02/2015 11:36:00 AM,No,Maryland (State),East,,1,East,40,FEET,LEVEL,SPENCERVILLE RD,STABLER LA,,N/A,,DRIVER,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11993667,-76.98542833,"(39.11993667, -76.98542833)"
DD5582000H,15011373,Rockville Police Departme,Injury Crash,03/12/2015 02:02:00 AM,No,Maryland (State),South,OTHER,4,North,0,FEET,LEVEL,ROCKVILLE PIKE,SPUR FR MD 28,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,N/A,ALCOHOL PRESENT,,FIXED OBJECT,OTHER OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08139167,-77.14560333,"(39.08139167, -77.14560333)"
MCP2094005Z,16006601,Montgomery County Police,Injury Crash,02/08/2016 05:07:00 PM,No,Maryland (State),South,,3,North,0,FEET,HILL UPHILL,WISCONSIN AVE,BATTERY LA,,N/A,,DRIVER,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99283,-77.09622833,"(38.99283, -77.09622833)"
MCP2586005P,220026332,Montgomery County Police,Property Damage Crash,06/18/2022 05:37:00 PM,No,,,,,,,,,,,PARKING LOT OF 15110 BARNESVILLE ROAD,,,DRIVER,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,N/A,,,,,,39.18470667,-77.31433167,"(39.18470667, -77.31433167)"
DD55980023,170547461,Rockville Police Departme,Injury Crash,12/08/2017 08:45:00 PM,No,County,East,RIGHT TURN LANE,5,North,0,FEET,LEVEL,SHADY GROVE RD,BLACKWELL RD,,N/A,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.1008645,-77.19147367,"(39.1008645, -77.19147367)"
MCP2872001R,17015906,Montgomery County Police,Property Damage Crash,03/29/2017 06:35:00 AM,Yes,County,West,,2,West,10,FEET,LEVEL,CENTERWAY RD,BROADWATER DR,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.16959777,-77.19378233,"(39.16959777, -77.19378233)"
DD5633002Z,200000663,Rockville Police Departme,Injury Crash,01/04/2020 07:00:00 PM,No,Maryland (State),South,,3,East,300,FEET,LEVEL,VEIRS MILL RD,ATLANTIC AVE,,ROCKVILLE,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07556667,-77.137445,"(39.07556667, -77.137445)"
MCP9390000C,15001307,Montgomery County Police,Injury Crash,01/08/2015 09:06:00 PM,No,Maryland (State),North,,3,North,100,FEET,LEVEL,GREAT SENECA HWY,MUDDY BRANCH RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,N/A,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10933411,-77.21421003,"(39.10933411, -77.21421003)"
MCP3089000R,170542114,Montgomery County Police,Injury Crash,11/10/2017 07:17:00 PM,No,Maryland (State),East,,3,East,0,FEET,N/A,UNIVERSITY BLVD E,E WAYNE AVE,,N/A,,DRIVER,SAME DIR REAR END,N/A,N/A,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.006395,-76.997685,"(39.006395, -76.997685)"
MCP2959000X,15035775,MONTGOMERY,Injury Crash,07/21/2015 02:52:00 PM,No,County,North,,1,South,0,FEET,LEVEL,AMHERST AVE,ALLEY,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.03409036,-77.04759389,"(39.03409036, -77.04759389)"
MCP27260018,16028941,Montgomery County Police,Injury Crash,06/09/2016 07:23:00 AM,No,County,North,,6,North,0,FEET,LEVEL,SHADY GROVE RD,W MONTGOMERY AVE,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,N/A,DAYLIGHT,TRAFFIC SIGNAL,N/A,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.1035,-77.19096667,"(39.1035, -77.19096667)"
MCP2946003B,190017026,Montgomery County Police,Property Damage Crash,04/12/2019 07:29:00 AM,No,County,West,,3,East,0,FEET,LEVEL,MIDDLEBROOK RD,ENT TO MIDDLEBROOK SQ SHOPPING CENTER,,N/A,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17940167,-77.24046167,"(39.17940167, -77.24046167)"
MCP2052001R,190023448,Montgomery County Police,Property Damage Crash,05/18/2019 12:40:00 AM,Yes,County,North,,2,South,50,FEET,LEVEL,GOSHEN RD,WILLOW CREEK DR,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,N/A,DRY,DARK LIGHTS ON,N/A,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15354768,-77.19215519,"(39.15354768, -77.19215519)"
MCP2866006H,200031398,Montgomery County Police,Property Damage Crash,08/12/2020 04:15:00 PM,No,Maryland (State),North,,3,North,0,FEET,LEVEL,CONNECTICUT AVE,BRADLEY LA,,CHEVY CHASE VILLAGE,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,N/A,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.97680667,-77.0770765,"(38.97680667, -77.0770765)"
DD56240017,180044755,Rockville Police Departme,Injury Crash,09/07/2018 04:21:00 PM,No,Maryland (State),North,,3,North,50,FEET,LEVEL,HUNGERFORD DR,N CAMPUS DR,,N/A,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,N/A,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.101227,-77.15466017,"(39.101227, -77.15466017)"
DD55390011,15028114,Rockville Police Departme,Injury Crash,06/10/2015 09:05:00 AM,No,Maryland (State),North,,3,North,0,FEET,LEVEL,ROCKVILLE PIKE,TWINBROOK PKWY,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03075667,-77.12635333,"(39.03075667, -77.12635333)"
MCP2504000W,15042924,MONTGOMERY,Property Damage Crash,08/26/2015 10:45:00 PM,No,County,North,,2,North,20,FEET,LEVEL,SEVEN LOCKS RD,IVYMOUNT TERR,,N/A,,UNKNOWN,SINGLE VEHICLE,N/A,DRY,DARK NO LIGHTS,N/A,NONE DETECTED,,ANIMAL,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04591,-77.16089,"(39.04591, -77.16089)"
MCP2732000R,15045144,MONTGOMERY,Injury Crash,09/07/2015 05:29:00 PM,No,Maryland (State),South,,1,East,0,FEET,LEVEL,UNIVERSITY BLVD W,WESTCHESTER DR,,N/A,BICYCLIST,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,BICYCLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,N/A,39.04058167,-77.04435833,"(39.04058167, -77.04435833)"
MCP28520010,16025921,Montgomery County Police,Property Damage Crash,05/25/2016 12:05:00 AM,No,County,East,,3,East,0,FEET,LEVEL,MIDDLEBROOK RD,OBSERVATION DR,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17851667,-77.24168167,"(39.17851667, -77.24168167)"
MCP2989000P,170518552,Montgomery County Police,Property Damage Crash,06/22/2017 10:00:00 AM,Yes,County,West,,2,East,0,FEET,LEVEL,FOREST GLEN RD,WOODLAND DR,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,"N/A, UNKNOWN",,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.015815,-77.041625,"(39.015815, -77.041625)"
MCP3078003K,200040351,Montgomery County Police,Property Damage Crash,10/13/2020 05:30:00 PM,No,County,East,,3,West,5,FEET,LEVEL,RANDOLPH RD,VITAL WAY,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",,OTHER VEHICLE,N/A,N/A,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07556,-77.00282833,"(39.07556, -77.00282833)"
MCP33720011,230029323,Montgomery County Police,Property Damage Crash,06/18/2023 06:47:00 PM,No,County,North,,1,South,0,FEET,LEVEL,GRAND PRE RD,BEL PRE RD,,N/A,BICYCLIST,NONMOTORIST,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,BICYCLE,N/A,INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.09110567,-77.076031,"(39.09110567, -77.076031)"
EJ7847002M,200045048,Gaithersburg Police Depar,Property Damage Crash,11/15/2020 03:30:00 AM,No,Maryland (State),South,,2,North,0,FEET,LEVEL,MIDCOUNTY HWY,GOSHEN RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15797902,-77.19201704,"(39.15797902, -77.19201704)"
MCP285900F7,230067611,Montgomery County Police,Injury Crash,11/21/2023 12:50:00 PM,No,County,East,,3,North,0,FEET,HILL CREST,SHADY GROVE RD,EISENHOWER MEMORIAL HWY,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11179383,-77.187093,"(39.11179383, -77.187093)"
MCP27280032,17005093,Montgomery County Police,Property Damage Crash,01/29/2017 02:57:00 PM,Yes,County,West,,1,West,0,MILE,LEVEL,GILBERT ST,BARRON ST,,N/A,,DRIVER,OPPOSITE DIRECTION SIDESWIPE,N/A,DRY,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99764953,-76.99721932,"(38.99764953, -76.99721932)"
MCP12050019,15040145,MONTGOMERY,Injury Crash,08/12/2015 10:16:00 AM,No,County,East,,2,West,0,FEET,HILL CREST,GLENDALE RD,CYPRESS PL,,N/A,PEDESTRIAN,DRIVER,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,PEDESTRIAN,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,N/A,"TWO-WAY, NOT DIVIDED",38.99092866,-77.0732975,"(38.99092866, -77.0732975)"
