Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP2917001H,17000160,Montgomery County Police,Property Damage Crash,01/01/2017 08:40:00 PM,Maryland (State),GEORGIA AVE,HATHAWAY DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,490BEEB3-65AB-4D9E-B8DA-0C1956BAF7AE,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,79133AD6-7788-4743-AC34-8C2FAC4245EC,SUPERFICIAL,TWELVE OCLOCK,,MOVING CONSTANT SPEED,North,45,Unknown,No,0,UNKNOWN,UNKNOWN,39.06792333,-77.06101833,"(39.06792333, -77.06101833)"
MCP3423001L,250015390,MONTGOMERY,Property Damage Crash,04/09/2025 09:13:00 AM,Maryland (State) Route,NEW HAMPSHIRE AVE (SB/L),,,,,Angle,Clear,Dry,Daylight,No Controls,"Unknown, Unknown",,8FBC84B9-1EC0-40F3-9F89-A490BBD37DD8,No,,,,,848D0401-2DCB-48AB-90EE-92F69F2E72CC,Vehicle Not at Scene,Vehicle Not at Scene,Passenger Car,Changing Lanes,Southbound,40,No,No,2013,HONDA,PILOT,39.04786903,-76.99300585,"(39.04786903, -76.99300585)"
MCP2879001K,170550404,Montgomery County Police,Property Damage Crash,12/23/2017 05:00:00 PM,Municipality,TWINBROOK PKWY,ROCKVILLE PIKE,,N/A,,HEAD ON LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,09090C14-BD7F-4A0D-8EAB-347AC0B5216A,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,E54DAB28-A3CA-434E-842C-FF6A09A5CDCF,DISABLING,TWO OCLOCK,OTHER,MAKING LEFT TURN,South,40,No,No,2004,HOND,4S,39.05909833,-77.12117833,"(39.05909833, -77.12117833)"
MCP2244002M,180063167,Montgomery County Police,Property Damage Crash,12/18/2018 02:10:00 PM,County,CHERRY HILL RD,GRACEFIELD RD,,N/A,,OTHER,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CFB2CFF8-7100-4103-8538-3895E6CC09B5,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F348015B-3790-4F48-8689-DD67DF019489,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,40,No,No,2014,NISSAN,ALTIMA,39.04645333,-76.95229333,"(39.04645333, -76.95229333)"
MCP28450069,200007661,Montgomery County Police,Injury Crash,02/15/2020 09:00:00 AM,Maryland (State),NEW HAMPSHIRE AVE,NORTHWEST DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,28086106-32D4-4C45-BE30-2892619DF1CC,Yes,SUSPECTED MINOR INJURY,N/A,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,D47709CA-2D68-4874-924C-FC31515E8BC7,DISABLING,TWELVE OCLOCK,PASSENGER CAR,CHANGING LANES,North,40,No,No,2006,FORD,FIVE HUNDRED,39.03625167,-76.98878967,"(39.03625167, -76.98878967)"
MCP3270002H,240021587,MONTGOMERY,Injury Crash,05/07/2024 11:15:00 PM,Maryland (State) Route,UNIVERSITY BLVD W,COLESVILLE RD (SB/L),,,,Angle,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E9ADDEB6-0796-489D-91AF-055F9338798C,Yes,No Apparent Injury,Ran Red Light,Unknown,VA,BE143CDE-5DD0-4759-8C37-18BEF3085C78,Superficial,Twelve O Clock,Passenger Car,Moving Constant Speed,Southbound,40,No,No,2012,FORD,TAURUS,39.01975741,-77.0133749,"(39.01975741, -77.0133749)"
MCP2356002B,220032777,Montgomery County Police,Property Damage Crash,07/30/2022 06:24:00 PM,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,,ROCKVILLE,,ANGLE MEETS LEFT HEAD ON,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,BD281D89-46EE-4497-8B9E-C22C6F9830BF,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,PA,FA151487-A303-4F09-8119-C3CCA951CCF9,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2010,FORD,FUSION,39.07521,-77.11740667,"(39.07521, -77.11740667)"
MCP2877001Z,15063032,MONTGOMERY,Property Damage Crash,12/10/2015 07:31:00 AM,Maryland (State),GEORGIA AVE,HILDAROSE DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6DD0243F-B310-4E28-91B8-C825C38A9926,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B5170949-D2D3-499F-A865-38EA9BD10FDE,DISABLING,FIVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2007,TOYOTA,COROLLA,39.02059833,-77.04458333,"(39.02059833, -77.04458333)"
MCP3141000D,180042444,Montgomery County Police,Property Damage Crash,08/26/2018 01:16:00 AM,Maryland (State),NEW HAMPSHIRE AVE,CHALMERS RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,9F2D1B16-0DC4-45BE-9AE0-4C09010D999A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MA,AE211EFD-5AF5-4D70-BC12-64678D814F84,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,40,No,No,2011,HYUNDAI,4S,39.02967622,-76.98346856,"(39.02967622, -76.98346856)"
MCP33290048,250018051,MONTGOMERY,Property Damage Crash,04/25/2025 07:43:00 PM,US (State),COLUMBIA PIKE,,,,,Front to Front,Rain,Wet,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,561B4C87-5889-4D54-94A6-9196FEB06CC4,Yes,No Apparent Injury,,Unknown,MD,45D6382B-F724-4B44-886F-00F40C452B9D,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Northbound,50,No,No,2019,HONDA,ACCORD,39.0723272,-76.95615421,"(39.0723272, -76.95615421)"
DD5650001X,220035056,Rockville Police Departme,Property Damage Crash,08/14/2022 08:26:00 PM,Maryland (State),ROCKVILLE PIKE,FIRST ST,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,AE8A3FEE-EF1E-45DD-BFBC-94BCE8EE454A,Unknown,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,D56F54AA-3344-4003-8057-2C0B7492FE68,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,45,No,No,2017,HONDA,ACCORD,39.10145069,-77.12823607,"(39.10145069, -77.12823607)"
MCP29770042,180037396,Montgomery County Police,Property Damage Crash,07/28/2018 07:04:00 AM,Maryland (State),UNIVERSITY BLVD E,BAYFIELD ST,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,EFE4CC9C-ABF7-4F95-9292-83354EA7FE5E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0CE7DC5B-AE4B-488D-BBC7-256D47C55A58,FUNCTIONAL,NINE OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,West,35,No,No,2008,NWFL,DE4,38.99552333,-76.99292,"(38.99552333, -76.99292)"
MCP2800005Y,230033290,Montgomery County Police,Property Damage Crash,07/12/2023 10:44:00 PM,Maryland (State),ROCKVILLE PIKE,MARINELLI RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,2CA82264-A019-489C-983E-0CE1A782ECF3,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,82383E4E-7259-4F5D-8DB0-B9F1EF3B1046,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,No,No,2022,HONDA,SPORT UTILITY,39.04790833,-77.11335,"(39.04790833, -77.11335)"
MCP2904007P,200026472,Montgomery County Police,Property Damage Crash,07/08/2020 10:00:00 AM,Maryland (State),GEORGIA AVE,RAMP 3 FR IS 495 EB TO MD 97 NB,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,415F4C63-A632-40E9-9520-2108C5C9427F,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,268A0E22-C865-4688-B0C7-54A856BFC7F4,FUNCTIONAL,FIVE OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,North,35,No,No,2004,LINCOLN,NAVIGATOR,39.01387333,-77.04192833,"(39.01387333, -77.04192833)"
MCP26800035,190019036,Montgomery County Police,Injury Crash,04/23/2019 04:45:00 PM,,,,PARKING GARAGE AT 921 WAYNE AVE.,,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,370C2687-CEEF-495D-9106-2511B750A479,No,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,569CD8FF-E09A-4A0D-B9BA-83950D3FB513,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,25,No,No,2012,NISSAN,SENTRA,38.99089167,-77.02346667,"(38.99089167, -77.02346667)"
MCP3141001K,190053605,Montgomery County Police,Property Damage Crash,11/07/2019 08:05:00 AM,US (State),COLUMBIA PIKE,STEWART LA,,N/A,,ANGLE MEETS RIGHT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0543BDC0-2D67-4666-9198-7B4249F48E3B,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6E631D26-347E-48EA-8D52-A34C671C7FA6,DESTROYED,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,55,No,No,2006,MERCEDES,E350,39.04657649,-76.98700625,"(39.04657649, -76.98700625)"
EJ7837006C,220054806,Gaithersburg Police Depar,Injury Crash,12/11/2022 05:00:00 PM,Municipality,WASHINGTONIAN BLVD,ENT. TO PARKING GARAGE,,N/A,,SAME DIRECTION RIGHT TURN,CLOUDY,DRY,DARK LIGHTS ON,STOP SIGN,N/A,,36560D50-7E50-48BA-A774-625B655225F3,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,744749EA-C493-48A0-B8A8-5DC6D016C0FB,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,35,No,No,2018,HOND,HRV,39.11501357,-77.19790892,"(39.11501357, -77.19790892)"
MCP2757000H,15000996,Montgomery County Police,Property Damage Crash,01/07/2015 02:08:00 AM,Maryland (State),GEORGIA AVE,GLENMONT CIR #2,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,26D3D15A-A718-407B-B1C8-AEEAAE2E7746,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,6FBD9B2E-1448-4A5A-A96E-88FCE462983D,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,No,No,2013,HONDA,CIVIC,39.05613167,-77.04983,"(39.05613167, -77.04983)"
MCP20310010,170546194,Montgomery County Police,Property Damage Crash,12/02/2017 09:53:00 AM,Maryland (State),DAMASCUS RD,LAYTONSVILLE RD,,N/A,,HEAD ON LEFT TURN,N/A,DRY,DAYLIGHT,N/A,NONE DETECTED,,3FB3C6BE-3409-4E17-AEB8-CF076F5F7D20,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,26F47D78-8D2E-47BF-B1CE-429D7A790200,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,30,No,No,2016,FORD,4S,39.25458533,-77.14372033,"(39.25458533, -77.14372033)"
MCP2008003T,170511156,Montgomery County Police,Property Damage Crash,06/01/2017 03:04:00 PM,Maryland (State),CONNECTICUT AVE,WASHINGTON ST,,KENSINGTON,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,35360F48-782E-4BED-8799-F8224589F5F7,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,US,ADA3BAA0-682A-4707-AE0E-8B77DA31C9DA,DISABLING,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2010,TOYOT,TK,39.022985,-77.07616833,"(39.022985, -77.07616833)"
MCP3247000J,200044915,Montgomery County Police,Injury Crash,11/13/2020 11:27:00 PM,Maryland (State),NEW HAMPSHIRE AVE,OAKVIEW DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,7ED36567-28F9-4011-8BA4-FB8218378E81,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D2392A66-CD25-47FA-AC2B-85C0F0EC1C10,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,No,No,2004,ACURA,RSX,39.01561667,-76.97784,"(39.01561667, -76.97784)"
MCP28640046,210033477,Montgomery County Police,Injury Crash,08/27/2021 03:21:00 PM,County,SHADY GROVE RD,BRIARDALE RD,,N/A,,SAME DIR REAR END,RAINING,WET,OTHER,TRAFFIC SIGNAL,NONE DETECTED,,F2E80F0A-4A0C-4530-A497-C9679E0B562D,Yes,NO APPARENT INJURY,"VISION OBSTRUCTION (INCL. BLINDED BY SUN), WET",NOT DISTRACTED,MD,C0DC39A6-798D-4EDA-B6B0-5ED74B7EE37A,FUNCTIONAL,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",SLOWING OR STOPPING,East,40,No,No,2007,INTERNATIONAL,TK,39.13363833,-77.15824,"(39.13363833, -77.15824)"
MCP2843002C,240007862,MONTGOMERY,Property Damage Crash,02/17/2024 03:15:00 PM,County Route,SHADY GROVE RD (SB/L),,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6B7980F7-B340-4648-BC5F-A943FCA43EF0,Yes,No Apparent Injury,,Not Distracted,MD,4B0BA035-6C76-49E9-B967-8FCC850B87EA,Functional,Twelve O Clock,Passenger Car,Slowing or Stopping,Westbound,45,No,No,2011,GMC,YUKON,39.13838307,-77.1535667,"(39.13838307, -77.1535667)"
MCP1210004T,210017890,Montgomery County Police,Property Damage Crash,05/12/2021 04:25:00 PM,Maryland (State),S FREDERICK RD,N WESTLAND DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,95B6D8E7-E23C-4AE8-83BE-C26910D22547,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,C5D3482A-71D1-4891-8ACC-45D9CA25E67C,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,40,No,No,2007,FORD,ESCAPE,39.12793,-77.185275,"(39.12793, -77.185275)"
MCP2121002T,230056908,Montgomery County Police,Property Damage Crash,09/26/2023 08:21:00 AM,Maryland (State),FISHER AVE,WOOTTON AVE,,POOLESVILLE,,SAME DIR REAR END,RAINING,WET,DAWN,PERSON,UNKNOWN,,F5EFAB46-82AC-4F63-8E90-14C9E789EF88,No,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,5AC2BCF0-07DB-467B-B21E-D86F16DF7659,UNKNOWN,SIX OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",SLOWING OR STOPPING,East,25,No,No,2015,CHEVROLET,EPO,39.14256567,-77.40774817,"(39.14256567, -77.40774817)"
MCP2904000W,15004943,Montgomery County Police,Property Damage Crash,01/30/2015 11:35:00 PM,Maryland (State),NEW HAMPSHIRE AVE,LOCKWOOD DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,0CC25DAF-9DE7-43EF-AABD-4ACC2BF445AA,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,41378E9A-86AB-4C64-9FBD-7CD24539D17D,SUPERFICIAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,30,No,No,2007,JEEP,GRAND CHEROKE,39.03616962,-76.99617863,"(39.03616962, -76.99617863)"
MCP3329002C,240000251,MONTGOMERY,Property Damage Crash,01/02/2024 04:10:00 PM,County Route,GREENCASTLE RD (NB/L),COLUMBIA PIKE (SB/L),,,,Front to Rear,Clear,Dry,Daylight,Lane Use Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C79BC636-3AE4-413D-8232-4F12B9484150,No,No Apparent Injury,Failed to Yield Right-of-Way,"Other Action (looking away from task, etc.)",MD,F3EF715C-EC25-4CD0-BD0D-8345141B6A2D,Superficial,Five O Clock,Passenger Car,Turning Left,Northbound,55,No,No,2011,FORD,E-450,39.09575359,-76.93819458,"(39.09575359, -76.93819458)"
MCP137800ZD,210046484,Montgomery County Police,Injury Crash,11/16/2021 12:36:00 PM,County,SNOUFFERS SCHOOL RD,WOODFIELD RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,C7A0C859-1877-42F0-BE77-4C6A1E483E7E,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,E542F274-31F4-4026-82E6-3057F6159BF9,FUNCTIONAL,ELEVEN OCLOCK,TRUCK TRACTOR,MAKING RIGHT TURN,West,40,No,No,2022,PETERBILT,TRUCK TRACTOR,39.15922833,-77.16068333,"(39.15922833, -77.16068333)"
MCP3247000G,200042756,Montgomery County Police,Property Damage Crash,10/30/2020 02:14:00 AM,Maryland (State),NEW HAMPSHIRE AVE,ADELPHI RD,,N/A,,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,00CAE0CA-91CC-4C71-94F3-D3C541A20AB7,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",OTHER DISTRACTION,MD,0B0470B5-58A2-4CA0-B72F-F6F49D984D77,SUPERFICIAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING RIGHT TURN,North,40,No,No,2008,CHEV,EQUINOX,39.01145937,-76.97885047,"(39.01145937, -76.97885047)"
MCP32710041,240002276,MONTGOMERY,Property Damage Crash,01/14/2024 08:26:00 PM,Maryland (State) Route,ROCKVILLE PIKE (SB/L),,,,,Front to Rear,Clear,Dry,Dark - Not Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,49FD2B45-B3A0-4601-9744-F32003960702,No,No Apparent Injury,,Not Distracted,MD,E9C53E50-09CB-4816-A567-FBDF956BE9E7,Functional,Six O Clock,Passenger Car,Stopped in Traffic,Southbound,35,No,No,2003,TOYOTA,CAMRY,39.01667082,-77.10137967,"(39.01667082, -77.10137967)"
MCP26390051,180058213,Montgomery County Police,Injury Crash,11/20/2018 01:15:00 PM,Maryland (State),RIVER RD,ROYAL DOMINION DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7928BCAB-DD33-4CAB-9E32-83E9E45E90FB,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A1F1B687-03B1-446F-B045-10334C3E4B09,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,No,No,2005,TOYOTA,RAV4,38.98813333,-77.14694333,"(38.98813333, -77.14694333)"
EJ7894000H,220008077,Gaithersburg Police Depar,Injury Crash,02/24/2022 10:33:00 AM,Maryland (State),S FREDERICK RD,W DEER PARK RD,,GAITHERSBURG,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3F70D4BF-8163-44BC-8B4A-FF4E6DBA532B,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,D2804A2C-20D7-4605-8520-8D23F857240E,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,30,No,No,2020,CHEV,TU,39.13227473,-77.18916508,"(39.13227473, -77.18916508)"
MCP2365000T,170527309,Montgomery County Police,Property Damage Crash,08/28/2017 11:48:00 AM,Maryland (State),OLD COLUMBIA PIKE,ENT TO OLD COLUMBIA SHOPPING CENTER,,N/A,,HEAD ON LEFT TURN,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,81FC2C23-EF47-458D-A638-133B2FE49CBB,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,85E25F34-7382-4BDB-8091-DAD38120145F,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,45,No,No,2015,TOYT,4S,39.11264667,-76.93304667,"(39.11264667, -76.93304667)"
MCP115100D2,230014011,Montgomery County Police,Injury Crash,03/23/2023 08:29:00 AM,County,MIDCOUNTY HWY,ENT TO SHADY GROVE MIDDLE SCHOOL,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,N/A,UNKNOWN,,74530DB4-5130-488F-9899-0DDC5F216818,Yes,SUSPECTED SERIOUS INJURY,N/A,UNKNOWN,MD,6E35B563-47C8-4EBF-9DCD-372D8409F9FD,DESTROYED,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,North,45,No,No,2016,TOYT,SIENNA,39.14514,-77.16498,"(39.14514, -77.16498)"
MCP2780005B,210003741,Montgomery County Police,Property Damage Crash,01/29/2021 03:40:00 PM,County,WISTERIA DR,WATERS RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,N/A,,827E88BA-7197-4BE9-B301-2830B4CFF019,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4840042A-95E6-4861-8FE3-C795DF6F7A80,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,No,No,2014,TOYT,COROLLA,39.17822833,-77.272375,"(39.17822833, -77.272375)"
MCP3195003J,220015236,Montgomery County Police,Property Damage Crash,04/10/2022 03:54:00 PM,US (State),COLUMBIA PIKE,FAIRLAND RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,60AEA4AC-21A2-49CB-ACD7-8288E9B3F03F,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,VA,A96E8E39-8750-42BA-BFDC-3D89B29637CD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45,No,No,2014,TOYOTA,CAMRY,39.07303083,-76.95573283,"(39.07303083, -76.95573283)"
MCP2428001N,200037329,Montgomery County Police,Property Damage Crash,09/23/2020 01:30:00 AM,,,,WOODS AND FIELD OF HORSE FARM LOCATED AT 15712 EDWARDS FERRY RD,,,SINGLE VEHICLE,CLEAR,,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,,8A6D9F2D-4013-4EF4-A028-79E02818E295,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,CB956BB1-54AE-4DC0-89D5-DFD5AF2ECF4C,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,0,No,No,2013,HONDA,ACCORD,39.117125,-77.46623333,"(39.117125, -77.46623333)"
MCP2401001G,220010059,Montgomery County Police,Property Damage Crash,03/08/2022 10:00:00 PM,Maryland (State),FREDERICK RD,SHADY GROVE RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,BBC98F8A-3256-49E7-A800-26F9AEB76A7F,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,PA,52171631-9D01-4D6C-8508-F10313E67E37,DISABLING,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2008,FORD,EXPEDITION,39.12318333,-77.17726333,"(39.12318333, -77.17726333)"
MCP32590031,230010205,Montgomery County Police,Property Damage Crash,03/01/2023 03:15:00 PM,,,,PARKING LOT OF 9201 SCOTT DRIVE - ROBERT FROST MIDDLE SCHOOL,,,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7EB675E0-EA1E-482C-BF10-9B9A9B19C89C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B58091FC-AB6F-4643-A1AF-4484D3828527,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,Unknown,0,No,No,2023,ACUR,INTEGRA,39.07483,-77.18769,"(39.07483, -77.18769)"
MCP2162001H,16016431,Montgomery County Police,Property Damage Crash,04/04/2016 03:45:00 PM,Maryland (State),GEORGIA AVE,QUEEN MARY DR,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,NO CONTROLS,N/A,,F9D21A9A-84EB-4B29-BEA1-108232912C67,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,213435C3-4761-43D6-829B-15D21E20F227,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,30,No,No,2012,FORD,TAURUS,39.148815,-77.06684333,"(39.148815, -77.06684333)"
MCP1555000T,16001879,Montgomery County Police,Property Damage Crash,01/14/2016 09:03:00 AM,County,E RANDOLPH RD,NO NAME,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,53DFF2B5-6580-4745-9567-4EB34E8D1C68,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F97930D3-C377-41E7-A872-4EDA9DD87B42,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2006,VOLKSWAGON,CAR,39.06321534,-76.96598768,"(39.06321534, -76.96598768)"
MCP0899003T,190014029,Montgomery County Police,Property Damage Crash,03/26/2019 06:20:00 PM,Maryland (State),WISCONSIN AVE,BETHESDA AVE,,N/A,,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,F5C5E2C8-7F1D-4E53-811E-FA018644FF48,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,IL,43D8BE72-D326-466C-BC37-463A1A944FFF,SUPERFICIAL,THREE OCLOCK,TRUCK TRACTOR,MAKING RIGHT TURN,South,25,No,No,2016,FREIGHTLINER,TK,38.98108643,-77.09289787,"(38.98108643, -77.09289787)"
